east,north,depth,EVENT_ID,strike,dip,rake,slip_m,point_index,zz_stress,xy_stress,xz_stress,yz_stress,xx_stress,yy_stress,tau_dd,tau_ss,sig_nn
550317.7795325221,2957849.1130615794,-24000.0,663769,179.0,34.0,-82.0,0.003513641844631528,663769,15.296981851559462,0.5816562978791291,-1.3174297340069474,-11.784496242552047,14.817867754583684,16.424624571756986,-0.782963077729594,-9.408502368054815,13.741659657151658
-72618.33240770981,3288856.2495445237,-18000.0,642643,290.0,21.0,91.0,0.6248236946559426,642643,72.5396543719962,1.7846062759050396,-6.446719396045965,-17.75554810970039,45.45901441205082,50.52452190235239,6.85779786016885,0.10734683831964044,82.42317952191496
-72618.33240770981,3288856.2495445237,-16000.0,642643,266.0,26.0,75.0,0.313153659029382,642643,72.41746556190336,1.817007545337567,-5.7133447365034185,-17.375319964347668,46.352084506136194,51.660071213312065,2.1375525041349412,-7.1626773197443585,81.71950357863763
673230.7802097126,3031294.450409069,-17000.0,635740,301.0,89.0,-141.0,0.22169581277431905,635740,83.78429303983475,-0.36692956613888644,-9.247770940754712,-17.583971236005564,47.61679700555016,49.70350455978591,-20.43328962137127,1.1130361380194884,49.52888801531725
823928.5434717345,3264707.7000770913,-15000.0,458408,21.0,45.0,-90.0,0.003513641844631528,458408,128.78637411539617,0.3918297109757876,-0.8763465423318522,-3.6390007565251055,82.50302871073963,83.53136530581673,-23.206731934476466,2.5869465309789184,105.09368092015953
374428.3328341747,3030272.8385048606,-18000.0,424138,309.0,30.0,109.0,0.007010637160891007,424138,30.840490848181204,-0.5767696959719213,-3.134256619833984,-10.469538436010644,25.889467282584576,23.829998172312933,2.1276649688211524,3.1528758714682277,37.90522360940144
802742.0935529262,3294080.4724505143,-15000.0,411851,313.0,82.0,-166.0,0.013988060131046304,411851,134.47932677736853,-0.7904890421104385,1.4613303996318032,-3.2716710286344552,85.43667145164765,85.09788735579855,-8.234686884026598,0.34654469911654373,85.82042193099944
787137.6722762499,3182724.6657302864,-15000.0,406840,330.0,43.0,-119.0,0.0049631510238995775,406840,130.53619319353498,0.09488683959617207,-3.053383534271233,1.433221347223671,82.57932376225708,83.8068398402829,-23.59150224700919,-1.6294533885141602,110.33436800978227
806408.6773804548,3276868.8446588707,-10000.0,284914,251.0,48.0,-116.0,0.15694861606919447,284914,126.52684146675183,-0.22303501164463865,0.275333405435072,-5.340552240367119,91.29745621281879,87.90774099006485,-19.494023837570893,-0.08317842040531964,110.58422904449024
820078.3703120224,3263487.974208327,-15000.0,284914,10.0,42.0,-94.0,0.15694861606919447,284914,127.70304505809753,0.3344593390421799,-1.2628806668481298,-3.5800267880246044,83.35370457106285,84.07138257558259,-22.034296832676823,2.9112069739241027,108.42335299387844
815349.4156020994,3361023.7123383037,-15000.0,253484,161.0,51.0,-121.0,0.07866064270934865,253484,138.5614957217218,0.8986211322007315,-0.6898201605590082,3.185032049258735,86.02155274727133,85.31854883810114,-25.541759542541314,2.418673508936519,107.49512335481873
562414.4914001271,3193751.1806865223,-15000.0,244089,161.0,46.0,-121.0,0.22169581277431905,244089,130.58882288156983,-0.20982724834166058,3.0809415113578416,2.052309089256215,83.16877636523185,80.3455906248711,-24.03464575024683,-0.09289141608279694,109.40871561311334
614511.01250429,3335671.099871322,-5000.0,973371,7.0,49.0,-72.0,0.027909849238995057,973371,139.8674459661473,1.640946239438506,-0.9786692382617477,-0.5773863971618425,95.70416382873742,96.51626850271687,-22.182726891716335,1.5817376604525277,115.38562968982194
627609.2600678013,3294029.876379137,-15000.0,973371,8.0,46.0,-78.0,0.027909849238995057,973371,134.70588718102078,0.12129600260766625,0.44246704191043135,-2.566767169871118,86.4084055735466,85.58885808967956,-24.130910280868015,1.888018970982419,108.89395184461212
661497.5384283417,3291143.5548377363,-15000.0,978153,150.0,70.0,-115.0,0.013988060131046304,978153,133.64584303469033,-0.2967542395611662,-0.21151180604034142,-2.274916457030471,85.56116705920684,85.3016816113509,-14.545899933204076,-0.8826685700274499,90.0529025544366
-125465.15633540088,3319226.7700756565,-14000.0,1005021,101.0,75.0,112.0,0.013988060131046304,1005021,58.79594410924035,1.4297142754542054,-8.789680313050575,-13.950311396485883,48.137869356937486,48.66137507820404,10.907298558380424,0.35847774616426986,42.13660524099023
612984.7775816183,3334214.4578436194,-5000.0,1167690,181.0,43.0,-111.0,0.03942370991484183,1167690,139.83274954531436,1.0564481032214823,-0.6213797651168431,-1.2826120928398383,95.34733101873839,96.55621805100161,-22.248510516096943,-0.2401610857068731,118.52719413238708
642027.0521966494,3300854.6323636607,-15000.0,1167690,187.0,59.0,-95.0,0.03942370991484183,1167690,135.11581770047636,-0.06829010903485695,0.6082229457289335,-2.404047075163744,87.03707237275992,86.0283253680368,-21.645787465499033,-1.1429766454447852,100.58348553267484
644781.3202192335,3311974.5489485087,-15700.0,1167969,214.0,47.0,-90.0,0.003513641844631528,1167969,135.80859009682115,-0.14469066879602216,0.7725123087429564,-1.6615141069698829,86.51743384443131,85.98788295486173,-24.71070761105036,-0.5049087036080084,110.99273528845086
606879.009371491,3328057.7002241127,-11000.0,1178729,24.0,64.0,-53.0,0.027909849238995057,1178729,136.9114608870422,-0.14857894473514177,-0.20968811482582428,-0.8822227692864307,91.44963734683847,91.8152078717919,-17.74188650944472,0.17924774748398475,100.19224295471379
626529.0358766109,3303992.633754938,-15000.0,1178729,162.0,48.0,-112.0,0.05568747040302994,1178729,135.44487834554494,0.1424894111533032,0.6317513337836196,-2.123810984381183,86.82547899695636,86.39473064667492,-24.149537745570797,-1.4905924287717176,108.56250219097375
635888.9047074439,3328488.2097977675,-15000.0,1179437,199.0,45.0,-90.0,0.003513641844631528,1179437,137.48681098802945,-0.27903883301068877,1.1154825837715385,-1.0295683879752704,87.45088964078904,87.71534040221445,-24.91804876441227,-0.6446000292024784,113.95866640729122
-8685.122551300447,3287106.9954945645,-15000.0,2379218,104.0,87.0,92.0,0.01975866011154356,2379218,73.61625849225396,-0.5646498615533637,0.6835910324926637,-10.926572865326754,59.09656841270482,60.76160428923188,9.688672104552179,0.715123488975127,59.34434654798824
-37581.974381630076,3210535.4849769766,-15000.0,2408305,119.0,64.0,99.0,0.013988060131046304,2408305,32.71909577650461,0.42679358470059237,-7.015059100341729,-8.267881321655953,29.556565298748325,29.045300366254875,5.288306844505458,0.5343606929790274,21.762449943466915
-54314.3716758024,3347182.053806513,-15000.0,3166176,159.0,49.0,-130.0,0.027909849238995057,3166176,124.96094556570358,2.1725000453907386,-2.5963379090529077,-6.150137573659958,72.07716909819497,73.71946003612916,-24.71627708814357,-1.5232906427447963,91.20432849592191
181192.50713960038,3400419.8120708745,-13000.0,7370445,175.0,45.0,-90.0,,7370445,142.02863261791205,-1.1603271283507168,-0.16357458010852405,0.5737254853875499,92.48463731990606,91.6361099312264,-24.875964754086986,-0.44588245753860634,117.03971920519058
181192.50713960038,3400419.8120708745,-13000.0,7370445,162.0,45.0,-103.0,0.22169581277431905,7370445,142.02863261791205,-1.1603271283507168,-0.16357458010852405,0.5737254853875499,92.48463731990606,91.6361099312264,-25.153522813704015,-0.41854189331145647,116.89683205898635
191117.8271931565,3385256.4797381195,-13000.0,7370445,156.0,47.0,-106.0,0.22169581277431905,7370445,144.3515422466899,-1.2870358736239569,-0.9956433297637354,-0.690427802949121,91.29131408892844,91.09843895886067,-26.875428147823683,-0.8362287165703013,114.25463947993289
176025.84452661278,3362386.8767049536,-13700.0,7376904,154.0,49.0,-115.0,0.003513641844631528,7376904,136.37762492914933,-0.3781739193199504,-3.6541318926110917,-4.696136988475604,90.16588140659456,89.4651219597264,-22.35163969949234,-2.1023090702585105,104.5186289945598
179565.713497533,3377933.6876446838,-11000.0,7490848,170.0,45.0,-90.0,,7490848,143.0808844375743,-1.295545755223945,-2.6989890469504947,-2.3323737278124077,93.45190889124166,92.17187660714319,-25.055337993700512,-2.3084055238138825,114.96254865766909
179565.713497533,3377933.6876446838,-11000.0,7490848,175.0,46.0,-84.0,0.22169581277431905,7490848,143.0808844375743,-1.295545755223945,-2.6989890469504947,-2.3323737278124077,93.45190889124166,92.17187660714319,-24.815716908276066,-2.448356543266218,114.38870536859434
189144.60108453906,3349795.527151185,-12000.0,7490848,351.0,47.0,-89.0,0.313153659029382,7490848,136.29477104441295,0.4469619208550009,-3.94318774852299,-5.125523941688083,90.60666870165163,90.95897664603723,-23.04282046029273,3.3825704723978283,116.62069651933683
185294.61478712183,3383204.6238619736,-19100.0,7490875,189.0,34.0,-54.0,0.013988060131046304,7490875,142.6946829368261,-1.580201887733808,-1.3929590373396816,-1.487749681510287,85.86567808641553,84.86659308379255,-26.558629270021655,-2.152936480984988,124.00964809985925
188213.3145878332,3350931.938676631,-19600.0,7491074,349.0,46.0,-96.0,0.003513641844631528,7491074,136.18527079700672,-0.2989656383085327,-3.3497003565142847,-4.53775196658233,84.14406494334233,84.06476086241814,-26.20713032909839,2.440196663163129,113.34858667676943
292265.87652939354,3141125.352564955,-22500.0,7705025,291.0,48.0,84.0,0.0012466871714466295,7705025,96.32677998304817,-1.4827397948727254,-6.10382322901261,-21.956926791989968,56.7037615885907,53.564424563249226,-23.928250472115543,1.4905092901090293,94.94708962516862
662408.0576600663,3011866.0076105767,-19200.0,8083798,287.0,27.0,126.0,0.009902788201486006,8083798,50.08244522298361,1.8441468356609858,-7.642454672252647,-18.50080865397968,39.04037584522653,39.20996108398905,7.725974579524317,-2.3649452192828644,64.17226248815841
990874.017749865,2986060.000295812,-12000.0,8096195,229.0,84.0,-18.0,0.013988060131046304,8096195,24.103063520128337,-0.13344924033456498,2.202571256564443,-15.48717978342517,23.7610287449721,21.605116246405306,-12.99581899543826,0.1917847188045445,25.41148574746867
967482.4803028543,2985389.0626524715,-10000.0,8096195,315.0,86.0,-177.0,0.05568747040302994,8096195,26.67252034655139,1.2590849518659184,1.1813691014157814,-15.222287762847673,25.421481294676674,22.59036554288009,-9.929749916168149,-0.6029947521160387,26.65362749924155
654470.7342167178,3012872.639726436,-13600.0,12659257,204.0,58.0,-4.0,0.0024874679317426,12659257,40.96907428473646,1.1146912722701472,-5.729570240453792,-13.672025069826422,41.53299872892683,40.37647573768299,-0.3480386937141695,-6.856667517402288,40.93491037493621
161803.91619372467,3369480.8209612835,-19200.0,13392603,158.0,41.0,-114.0,0.0049631510238995775,13392603,136.48921820548222,-0.6628746631406639,-1.827482976520502,-4.920732189699267,85.66916271235765,84.40539293135038,-25.970903534493132,-3.5274434623277697,110.83773579142749
186300.4381081663,3417585.942879372,-23700.0,13392607,225.0,68.0,-19.0,0.003513641844631528,13392607,140.73548724240928,-1.4461190391423975,1.9171575829074925,1.7090994932007177,81.52146551906546,81.65264287264127,-20.147526467949668,0.8997350972817968,91.23274236367095
166231.2834310248,3388217.5412340737,-17900.0,13392887,171.0,39.0,-90.0,0.0024874679317426,13392887,141.96445321445236,-1.2677239634224164,-0.544247338171319,-2.836289519081776,87.27517391861804,85.76241285004767,-27.160804237520807,-3.0167590444630865,119.17547498049805
181119.4644838748,3404418.276932267,-22200.0,13393006,303.0,76.0,-163.0,0.003513641844631528,13393006,141.94147658109324,-1.554103579579791,0.6050395070888407,0.40569785952921805,83.38143737828003,82.83637323388201,-13.578018331228876,0.44106287796188837,84.79669879316572
185147.5447824348,3410959.540564949,-20300.0,13393942,298.0,79.0,-166.0,0.009902788201486006,13393942,141.67906048138784,-1.5389703720234051,1.1405979407446416,1.1270493756899687,84.79057739755122,84.8484043591389,-9.466778898831876,0.9595010521385234,85.10243099320962
178112.06909571218,3400067.6462935167,-19600.0,13393944,317.0,68.0,-163.0,0.013988060131046304,13393944,142.3484857673538,-1.4932351491420635,0.2794892713285446,-0.12585880835372104,86.01792538585855,85.00858689981261,-20.16039526734731,-0.4574736760509541,92.15628540293123
163954.52717670368,3416711.634663677,-4000.0,13395135,193.0,60.0,6.0,,13395135,149.23366235065384,1.1737065602996115,7.764514358312771,-2.9026303282317354,103.1707624253613,106.60257983434349,-24.202647048447716,-0.27864080340790476,121.54823845738719
163954.52717670368,3416711.634663677,-4000.0,13395135,297.0,86.0,-165.0,0.05568747040302994,13395135,149.23366235065384,1.1737065602996115,7.764514358312771,-2.9026303282317354,103.1707624253613,106.60257983434349,-2.0200770135809982,1.2711251293099923,106.92041904170593
182806.48403235484,3396597.8379971837,-21200.0,13395135,302.0,77.0,-165.0,0.11111111111111097,13395135,142.36702700416473,-1.6942745903970957,-0.17137498253716896,-0.06685733046520365,84.3274855165777,83.41761933413284,-13.331217607253421,0.30055060186060495,85.26212915527069
152211.38462449086,3429747.0936788176,-10000.0,13395135,299.0,69.0,169.0,0.07866064270934865,13395135,145.6642655504721,1.689602199654142,-1.514228142756461,1.4243941393111386,94.38033891930921,96.02748307044033,-15.876623650977741,-0.9059320928800307,102.97124674868454
184919.32489077534,3403195.9314072304,-23200.0,13395203,204.0,62.0,-12.0,0.0024874679317426,13395203,141.84730692163356,-1.6704123889431568,0.5442976116436745,0.6605135197813027,82.37368599216573,81.81529987461509,-24.304482009126232,-0.41647926775213573,96.56713129090718
823817.1023490728,3302108.7353070388,-12000.0,13396168,35.0,45.0,-67.0,0.15694861606919447,13396168,133.3409820020267,-1.2077144848500245,1.8186223355783167,0.28444732968370573,89.6212678990396,88.21629569582419,-21.52352770900442,-0.7276596920093547,110.49087837473321
838819.9372996249,3286236.6732369107,-12000.0,13396168,44.0,48.0,-55.0,0.313153659029382,13396168,134.46249076752144,-0.04835967023900907,1.5287846019247664,-0.2884085333509957,84.15084313849945,84.81088575404132,-24.699712006631643,-0.8181434580804174,105.5868174701848
811765.482253573,3317635.1427295627,-10000.0,13396168,180.0,48.0,-119.0,0.313153659029382,13396168,136.87967735371637,-0.031388765304129436,5.395307060687774,-2.8794073839355505,91.02833298128071,92.57587375810591,-23.364046111139892,-1.950026007280857,116.92337088858426
842064.0436136555,3275234.012850183,-13600.0,13396198,33.0,54.0,-64.0,0.007010637160891007,13396198,132.79025514704472,0.3790146486177783,3.0018385190253354,-2.6646256948085556,81.71549391741465,82.06161530608301,-23.176889174289208,0.34938086260394297,95.42740175490701
821849.4791104824,3296502.0360601363,-9000.0,13396405,210.0,60.0,-90.0,,13396405,133.7758763465483,-1.944998293878982,0.630386843539638,-0.1398483907631541,93.40146664073903,89.67893297439728,-17.464161572047338,0.650781739815139,104.59375371655909
821849.4791104824,3296502.0360601363,-9000.0,13396405,33.0,45.0,-86.0,0.013988060131046304,13396405,133.7758763465483,-1.944998293878982,0.630386843539638,-0.1398483907631541,93.40146664073903,89.67893297439728,-19.85089337944607,0.4830976377239208,113.32012918241188
845257.8406752942,3297535.3111984576,-14700.0,13396405,69.0,62.0,-25.0,0.01975866011154356,13396405,130.91899309305242,0.27463705656150855,3.387811290636027,0.8058357646383336,82.74974910370125,83.93580777208672,-19.356510088873605,-2.150989985001736,93.64622831289874
16732.250991081295,3290430.931382588,-19500.0,12076333,230.0,62.0,-17.0,0.009902788201486006,12076333,83.22330802125256,0.7338388248464451,-9.78892254074167,-9.845036872124549,62.57068214890965,63.48497894065124,-9.336800318502856,-7.001411202914159,68.01337912003027
207043.1687533774,3370386.021429484,-20000.0,11682850,115.0,87.0,158.0,0.0049631510238995775,11682850,143.82503616038343,-1.5144765611547597,-1.2747565606062001,-1.4151770533122683,84.51894394678808,83.82457920777081,-1.378686767266652,0.7357237987645017,82.76524320058944
939173.2069213096,3031026.0596826486,-14000.0,13788745,12.0,4.0,-173.0,0.15694861606919447,13788745,53.09837019866795,-1.6703775223208126,-1.2717163920911396,-10.10070236140934,43.595318700056524,42.79999386001779,-1.4641955681226304,10.024507969416126,52.93611738504792
936584.0773021929,3028490.003739243,-15000.0,13788745,89.0,86.0,88.0,,13788745,51.79555856714481,-1.357803508407846,-1.3492037457832768,-10.685684710335599,42.312624626129534,41.23193024463309,9.824996946570248,1.4795930630393672,39.847159850447476
958843.5066454557,3017073.7305928543,-12000.0,13788745,281.0,6.0,94.0,0.15694861606919447,13788745,63.508040483105034,1.4191671693530137,-6.987157893462086,-7.308012707531074,40.31859233756569,36.394995803626294,5.572615752597527,-5.648775088968529,64.9878631585157
888247.2348515678,2988016.976245765,-22000.0,13788745,101.0,83.0,91.0,0.15694861606919447,13788745,30.974419375170314,-0.14081496077450342,1.732200744871402,-15.546642030002127,24.50143517681,25.228146905252245,13.782331987294464,-0.30405252542553896,21.62344765427034
169042.2791406107,3385910.5462943586,-21100.0,16105857,144.0,65.0,-142.0,0.003513641844631528,16105857,141.09713933893565,-1.397551703765271,-0.9235048904013784,-2.8070668886986065,84.44212346199441,82.96396143010334,-20.864015143643798,-1.758799937183583,91.21355195420827
957851.2237695523,3017037.03697067,-15100.0,13911850,96.0,83.0,88.0,0.0049631510238995775,13911850,61.24401170755625,1.3512015442177159,-6.714937061807539,-9.021322305629635,38.49688493208401,35.25340571678611,6.280871289971938,-0.9475472987059166,33.610787341149624
403835.9816068157,3262685.234321422,-5700.0,13921043,206.0,41.0,-68.0,0.013988060131046304,13921043,138.6751862458442,-0.10503770525361901,-0.02609963286962575,-4.954757421219382,95.72690067205258,100.17550437075073,-20.501870255961997,-4.561936805447731,122.72090095550753
430081.350212744,3242546.819394573,-18800.0,13921043,178.0,43.0,-92.0,0.01975866011154356,13921043,134.09018351941876,0.02607094183135978,0.39709036516089113,-1.6203788860771162,82.77220579018729,84.19513350807833,-25.57097533691531,-1.1428994015654856,110.56219632601531
416739.1956473013,3276988.338655915,-10000.0,13921043,194.0,48.0,-76.0,0.013988060131046304,13921043,137.9264720475612,-0.5958934267267392,1.5668590012039505,-3.7187633419244843,94.20783200428656,92.764720333815,-21.895415135649927,-2.300045042240022,116.29679547127787
184529.18531869282,3389887.0177489608,-18900.0,13946918,115.0,46.0,-136.0,0.003513641844631528,13946918,142.93833703671888,-1.6399023725712627,-0.9073298309897946,-0.6595664622855526,86.26267342147722,85.18011267210238,-29.358394851467786,0.837591084112065,111.52074161694705
203199.2971659195,3370490.4386318526,-16400.0,14212626,207.0,71.0,10.0,0.007010637160891007,14212626,144.16484558767496,-1.3206241583274558,-1.705110264534862,-1.632337092832452,87.65218041760961,87.0524273971492,-16.49226976098869,-1.2301022183705685,94.00776282097092
20047.971752348065,3388171.2410362954,-22500.0,14409376,202.0,76.0,-19.0,0.0024874679317426,14409376,136.77136789533088,0.580908394320103,-2.259590899503112,-2.5259615066271794,78.08026297445973,78.73047373740116,-12.835864837104367,-0.5850360093594063,80.68188319052506
841318.9474469004,3299634.3398466567,-20800.0,15678238,199.0,49.0,-59.0,0.009902788201486006,15678238,130.21540552873338,-0.004621817797996933,3.215347239096895,-0.5003227452682093,78.88573017248612,79.54890465923452,-25.824635678772715,0.21959476808620476,104.19225919473621
-110730.98831253416,3272141.7325183433,-18800.0,601129074,96.0,67.0,70.0,0.013988060131046304,601129074,45.44348456549723,2.709930842322661,-4.931582612673645,-8.162958089351534,33.797100224971274,34.260486432407085,2.1761323512139903,-0.8126801570089293,30.23033479782953
171334.40467360883,3398052.5003754892,-20300.0,601036816,317.0,75.0,-138.0,0.0017609924360678945,601036816,142.67040316203347,-1.3606270035984238,0.22357214032174436,-0.9770454084498164,85.28730727186137,84.04572831378324,-15.264939665715211,-0.46544749995840784,87.57747125986431
625588.1153735158,3301765.276337345,-21600.0,601237316,179.0,40.0,-84.0,0.0024874679317426,601237316,134.875159391804,0.1424714629802342,0.5796398181616507,-2.6548435983238328,81.39431306288984,80.56227527961411,-26.239260161986152,-1.9589772619044128,113.30522900097147
627405.9008763542,3311761.160601135,-24800.0,601456942,332.0,68.0,-112.0,0.003513641844631528,601456942,135.75676563139572,0.08603102274499545,0.5342690032995836,-2.2215790618456137,79.07763956960578,78.23477354885455,-20.13697897247254,0.549427272577399,87.32985406541033
